"Date and Time","NO<sub>2</sub>","PM<sub>10</sub>","PM<sub>2.5</sub>"
"2021-01-20 20:00:00",24.63,14.45,13.55
"2021-01-20 21:00:00",21.04,15.38,14.16
"2021-01-20 22:00:00",18.01,14.16,12.73
"2021-01-20 23:00:00",10.68,17.14,15.69
"2021-01-21 00:00:00",7.96,24.32,21.83
"2021-01-21 01:00:00",6.32,9.85,8.44
"2021-01-21 02:00:00",4.02,5.32,4.4
"2021-01-21 03:00:00",3.1,3.61,3.13
"2021-01-21 04:00:00",2.78,3.71,2.84
"2021-01-21 05:00:00",2.56,2.73,2.19
"2021-01-21 06:00:00",9.38,2.05,1.42
"2021-01-21 07:00:00",13.13,1.98,1.13
"2021-01-21 08:00:00",19.49,2.46,1.22
"2021-01-21 09:00:00",20.29,4.68,1.88
"2021-01-21 10:00:00",19.7,5,2.37
"2021-01-21 11:00:00",18.65,7.27,3.48
"2021-01-21 12:00:00",18.45,7.89,3.46
"2021-01-21 13:00:00",22.16,14.64,4.16
"2021-01-21 14:00:00",18.55,13.1,4.15
"2021-01-21 15:00:00",22.02,18.65,6.06
"2021-01-21 16:00:00",20.22,16.3,5.59
"2021-01-21 17:00:00",32.44,13.03,7.19
"2021-01-21 18:00:00",34.1,18.23,12.19
"2021-01-21 19:00:00",33.23,18.13,13.62
"2021-01-21 20:00:00",24.64,20.8,16.24
"2021-01-21 21:00:00",20.85,17.38,13.99
"2021-01-21 22:00:00",14.92,17.34,14.26
"2021-01-21 23:00:00",11.59,16.52,13.05
"2021-01-22 00:00:00",9.59,15.69,12.2
"2021-01-22 01:00:00",8.85,13.63,10.39
"2021-01-22 02:00:00",6.4,13.23,10.17
"2021-01-22 03:00:00",5.95,14.06,9.95
"2021-01-22 04:00:00",5.57,12.84,8.77
"2021-01-22 05:00:00",7.92,11.8,7.45
"2021-01-22 06:00:00",20.49,11.01,7
"2021-01-22 07:00:00",28.41,11.56,7.3
"2021-01-22 08:00:00",32.84,9.13,6.28
"2021-01-22 09:00:00",47.49,10.48,5.72
"2021-01-22 10:00:00",37.71,12.45,5.68
"2021-01-22 11:00:00",42.25,12.62,6.54
"2021-01-22 12:00:00",32.51,13.09,7.68
"2021-01-22 13:00:00",31.61,13.69,9.04
"2021-01-22 14:00:00",31.12,14.6,8.43
"2021-01-22 15:00:00",30.6,17,8.19
"2021-01-22 16:00:00",30.9,15.52,8.9
"2021-01-22 17:00:00",36.44,16.5,10.7
"2021-01-22 18:00:00",44.41,19.59,12.69
"2021-01-22 19:00:00",37.77,22.22,18.61
"2021-01-22 20:00:00",43.14,24.55,21.72
